S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
546,15/07/2020,Andaman and Nicobar Islands,166,57,109,0
547,16/07/2020,Andaman and Nicobar Islands,176,46,130,0
548,17/07/2020,Andaman and Nicobar Islands,180,47,133,0
549,18/07/2020,Andaman and Nicobar Islands,194,52,142,0
550,19/07/2020,Andaman and Nicobar Islands,198,53,145,0
551,20/07/2020,Andaman and Nicobar Islands,203,58,145,0
552,21/07/2020,Andaman and Nicobar Islands,207,55,152,0
553,22/07/2020,Andaman and Nicobar Islands,212,53,159,0
554,23/07/2020,Andaman and Nicobar Islands,221,58,163,0
555,24/07/2020,Andaman and Nicobar Islands,240,70,170,0
556,25/07/2020,Andaman and Nicobar Islands,259,85,174,0
557,26/07/2020,Andaman and Nicobar Islands,290,114,176,0
558,27/07/2020,Andaman and Nicobar Islands,324,142,182,0
559,28/07/2020,Andaman and Nicobar Islands,338,145,192,1
560,29/07/2020,Andaman and Nicobar Islands,363,166,196,1
561,30/07/2020,Andaman and Nicobar Islands,428,225,201,2
562,31/07/2020,Andaman and Nicobar Islands,471,266,201,4
563,01/08/2020,Andaman and Nicobar Islands,548,329,214,5
564,02/08/2020,Andaman and Nicobar Islands,636,403,226,7
565,03/08/2020,Andaman and Nicobar Islands,734,484,242,8
566,04/08/2020,Andaman and Nicobar Islands,830,557,263,10
567,05/08/2020,Andaman and Nicobar Islands,928,639,277,12
568,06/08/2020,Andaman and Nicobar Islands,1027,687,326,14
569,07/08/2020,Andaman and Nicobar Islands,1123,752,355,16
570,08/08/2020,Andaman and Nicobar Islands,1222,778,425,19
571,09/08/2020,Andaman and Nicobar Islands,1351,831,500,20
572,10/08/2020,Andaman and Nicobar Islands,1490,822,648,20
573,11/08/2020,Andaman and Nicobar Islands,1625,896,709,20
574,12/08/2020,Andaman and Nicobar Islands,1764,994,749,21
575,13/08/2020,Andaman and Nicobar Islands,1900,1050,829,21
576,14/08/2020,Andaman and Nicobar Islands,2037,1091,924,22
577,15/08/2020,Andaman and Nicobar Islands,2186,1130,1032,24
578,16/08/2020,Andaman and Nicobar Islands,2306,1154,1128,24
579,17/08/2020,Andaman and Nicobar Islands,2399,1145,1226,28
580,18/08/2020,Andaman and Nicobar Islands,2445,1091,1325,29
581,19/08/2020,Andaman and Nicobar Islands,2529,1078,1421,30
582,20/08/2020,Andaman and Nicobar Islands,2604,1045,1529,30
583,21/08/2020,Andaman and Nicobar Islands,2680,1011,1638,31
584,22/08/2020,Andaman and Nicobar Islands,2747,971,1744,32
585,23/08/2020,Andaman and Nicobar Islands,2808,923,1853,32
586,24/08/2020,Andaman and Nicobar Islands,2860,864,1963,33
587,25/08/2020,Andaman and Nicobar Islands,2904,777,2092,35
588,26/08/2020,Andaman and Nicobar Islands,2945,677,2231,37
589,27/08/2020,Andaman and Nicobar Islands,2985,635,2309,41
590,28/08/2020,Andaman and Nicobar Islands,3018,602,2374,42
591,29/08/2020,Andaman and Nicobar Islands,3050,564,2444,42
592,30/08/2020,Andaman and Nicobar Islands,3081,518,2519,44
593,31/08/2020,Andaman and Nicobar Islands,3104,473,2586,45
594,01/09/2020,Andaman and Nicobar Islands,3132,439,2647,46
595,02/09/2020,Andaman and Nicobar Islands,3160,400,2714,46
596,03/09/2020,Andaman and Nicobar Islands,3186,381,2758,47
597,04/09/2020,Andaman and Nicobar Islands,3223,352,2823,48
598,05/09/2020,Andaman and Nicobar Islands,3257,345,2863,49
599,06/09/2020,Andaman and Nicobar Islands,3292,338,2904,50
600,07/09/2020,Andaman and Nicobar Islands,3332,331,2951,50
601,08/09/2020,Andaman and Nicobar Islands,3359,312,2997,50
602,09/09/2020,Andaman and Nicobar Islands,3392,307,3035,50
603,10/09/2020,Andaman and Nicobar Islands,3426,297,3078,51
604,11/09/2020,Andaman and Nicobar Islands,3465,293,3121,51
605,12/09/2020,Andaman and Nicobar Islands,3494,286,3157,51
606,13/09/2020,Andaman and Nicobar Islands,3521,268,3202,51
607,14/09/2020,Andaman and Nicobar Islands,3546,252,3243,51
608,15/09/2020,Andaman and Nicobar Islands,3557,227,3278,52
609,16/09/2020,Andaman and Nicobar Islands,3574,204,3318,52
610,17/09/2020,Andaman and Nicobar Islands,3593,196,3345,52
611,18/09/2020,Andaman and Nicobar Islands,3604,174,3378,52
612,19/09/2020,Andaman and Nicobar Islands,3631,165,3414,52
613,20/09/2020,Andaman and Nicobar Islands,3644,156,3436,52
614,21/09/2020,Andaman and Nicobar Islands,3651,147,3452,52
615,22/09/2020,Andaman and Nicobar Islands,3673,152,3469,52
616,23/09/2020,Andaman and Nicobar Islands,3691,160,3479,52
617,24/09/2020,Andaman and Nicobar Islands,3712,166,3494,52
618,25/09/2020,Andaman and Nicobar Islands,3744,189,3503,52
619,26/09/2020,Andaman and Nicobar Islands,3759,179,3528,52
620,27/09/2020,Andaman and Nicobar Islands,3774,171,3551,52
621,28/09/2020,Andaman and Nicobar Islands,3794,188,3553,53
622,29/09/2020,Andaman and Nicobar Islands,3803,168,3582,53
623,30/09/2020,Andaman and Nicobar Islands,3821,181,3587,53
624,01/10/2020,Andaman and Nicobar Islands,3835,174,3608,53
625,02/10/2020,Andaman and Nicobar Islands,3848,172,3623,53
626,03/10/2020,Andaman and Nicobar Islands,3858,174,3631,53
627,04/10/2020,Andaman and Nicobar Islands,3868,173,3642,53
628,05/10/2020,Andaman and Nicobar Islands,3884,182,3649,53
629,06/10/2020,Andaman and Nicobar Islands,3899,186,3659,54
630,07/10/2020,Andaman and Nicobar Islands,3912,180,3678,54
631,08/10/2020,Andaman and Nicobar Islands,3935,185,3696,54
632,09/10/2020,Andaman and Nicobar Islands,3952,190,3707,55
633,10/10/2020,Andaman and Nicobar Islands,3976,197,3724,55
634,11/10/2020,Andaman and Nicobar Islands,3992,193,3744,55
635,12/10/2020,Andaman and Nicobar Islands,4005,186,3764,55
636,13/10/2020,Andaman and Nicobar Islands,4023,198,3770,55
637,14/10/2020,Andaman and Nicobar Islands,4036,199,3782,55
638,15/10/2020,Andaman and Nicobar Islands,4046,195,3796,55
639,16/10/2020,Andaman and Nicobar Islands,4062,190,3817,55
640,17/10/2020,Andaman and Nicobar Islands,4072,185,3831,56
641,18/10/2020,Andaman and Nicobar Islands,4083,179,3848,56
642,19/10/2020,Andaman and Nicobar Islands,4108,184,3868,56
643,20/10/2020,Andaman and Nicobar Islands,4126,178,3892,56
644,21/10/2020,Andaman and Nicobar Islands,4141,183,3902,56
645,22/10/2020,Andaman and Nicobar Islands,4168,199,3913,56
646,23/10/2020,Andaman and Nicobar Islands,4184,190,3937,57
647,24/10/2020,Andaman and Nicobar Islands,4207,204,3945,58
648,25/10/2020,Andaman and Nicobar Islands,4225,199,3968,58
649,26/10/2020,Andaman and Nicobar Islands,4245,204,3983,58
650,27/10/2020,Andaman and Nicobar Islands,4253,198,3997,58
651,28/10/2020,Andaman and Nicobar Islands,4274,197,4019,58
652,29/10/2020,Andaman and Nicobar Islands,4289,192,4039,58
653,30/10/2020,Andaman and Nicobar Islands,4305,192,4054,59
654,31/10/2020,Andaman and Nicobar Islands,4317,182,4076,59
655,01/11/2020,Andaman and Nicobar Islands,4332,173,4100,59
656,02/11/2020,Andaman and Nicobar Islands,4340,168,4112,60
657,03/11/2020,Andaman and Nicobar Islands,4352,160,4132,60
658,04/11/2020,Andaman and Nicobar Islands,4372,159,4153,60
659,05/11/2020,Andaman and Nicobar Islands,4389,166,4163,60
660,06/11/2020,Andaman and Nicobar Islands,4403,168,4175,60
661,07/11/2020,Andaman and Nicobar Islands,4420,166,4194,60
662,08/11/2020,Andaman and Nicobar Islands,4441,175,4206,60
663,09/11/2020,Andaman and Nicobar Islands,4450,169,4221,60
664,10/11/2020,Andaman and Nicobar Islands,4463,164,4239,60
665,11/11/2020,Andaman and Nicobar Islands,4477,162,4255,60
666,12/11/2020,Andaman and Nicobar Islands,4494,167,4267,60
667,13/11/2020,Andaman and Nicobar Islands,4507,164,4282,61
668,14/11/2020,Andaman and Nicobar Islands,4518,153,4304,61
669,15/11/2020,Andaman and Nicobar Islands,4527,151,4315,61
670,16/11/2020,Andaman and Nicobar Islands,4536,145,4330,61
671,17/11/2020,Andaman and Nicobar Islands,4557,150,4346,61
672,18/11/2020,Andaman and Nicobar Islands,4574,150,4363,61
673,19/11/2020,Andaman and Nicobar Islands,4593,154,4378,61
674,20/11/2020,Andaman and Nicobar Islands,4604,145,4398,61
675,21/11/2020,Andaman and Nicobar Islands,4617,148,4408,61
676,22/11/2020,Andaman and Nicobar Islands,4631,142,4428,61
677,23/11/2020,Andaman and Nicobar Islands,4641,140,4440,61
678,24/11/2020,Andaman and Nicobar Islands,4656,142,4453,61
679,25/11/2020,Andaman and Nicobar Islands,4667,142,4464,61
680,26/11/2020,Andaman and Nicobar Islands,4677,137,4479,61
681,27/11/2020,Andaman and Nicobar Islands,4682,130,4491,61
682,28/11/2020,Andaman and Nicobar Islands,4689,120,4508,61
683,29/11/2020,Andaman and Nicobar Islands,4698,119,4518,61
684,30/11/2020,Andaman and Nicobar Islands,4704,106,4537,61
685,01/12/2020,Andaman and Nicobar Islands,4710,99,4550,61
686,02/12/2020,Andaman and Nicobar Islands,4718,91,4566,61
687,03/12/2020,Andaman and Nicobar Islands,4723,79,4583,61
688,04/12/2020,Andaman and Nicobar Islands,4729,71,4597,61
689,05/12/2020,Andaman and Nicobar Islands,4742,70,4611,61
690,06/12/2020,Andaman and Nicobar Islands,4747,70,4616,61
691,07/12/2020,Andaman and Nicobar Islands,4758,73,4624,61
692,08/12/2020,Andaman and Nicobar Islands,4773,81,4631,61
693,09/12/2020,Andaman and Nicobar Islands,4778,70,4647,61
694,10/12/2020,Andaman and Nicobar Islands,4783,75,4647,61
695,11/12/2020,Andaman and Nicobar Islands,4791,78,4652,61
696,12/12/2020,Andaman and Nicobar Islands,4798,78,4659,61
697,13/12/2020,Andaman and Nicobar Islands,4805,79,4665,61
698,14/12/2020,Andaman and Nicobar Islands,4818,84,4673,61
699,15/12/2020,Andaman and Nicobar Islands,4834,92,4681,61
700,17/12/2020,Andaman and Nicobar Islands,4850,91,4698,61
701,18/12/2020,Andaman and Nicobar Islands,4860,92,4707,61
702,19/12/2020,Andaman and Nicobar Islands,4869,96,4712,61
703,20/12/2020,Andaman and Nicobar Islands,4875,95,4719,61
704,21/12/2020,Andaman and Nicobar Islands,4881,88,4732,61
705,22/12/2020,Andaman and Nicobar Islands,4888,86,4740,62
706,23/12/2020,Andaman and Nicobar Islands,4893,82,4749,62
707,24/12/2020,Andaman and Nicobar Islands,4896,73,4761,62
708,25/12/2020,Andaman and Nicobar Islands,4901,64,4775,62
709,26/12/2020,Andaman and Nicobar Islands,4912,69,4781,62
710,27/12/2020,Andaman and Nicobar Islands,4912,61,4789,62
711,28/12/2020,Andaman and Nicobar Islands,4924,64,4798,62
712,29/12/2020,Andaman and Nicobar Islands,4929,64,4803,62
713,30/12/2020,Andaman and Nicobar Islands,4936,63,4811,62
714,31/12/2020,Andaman and Nicobar Islands,4941,59,4820,62
715,03/01/2021,Andaman and Nicobar Islands,4947,48,4837,62
716,04/01/2021,Andaman and Nicobar Islands,4948,40,4846,62
717,05/01/2021,Andaman and Nicobar Islands,4948,38,4848,62
718,06/01/2021,Andaman and Nicobar Islands,4949,31,4856,62
719,07/01/2021,Andaman and Nicobar Islands,4949,28,4859,62
720,08/01/2021,Andaman and Nicobar Islands,4958,32,4864,62
721,09/01/2021,Andaman and Nicobar Islands,4959,31,4866,62
722,10/01/2021,Andaman and Nicobar Islands,4959,24,4873,62
723,11/01/2021,Andaman and Nicobar Islands,4960,23,4875,62
724,12/01/2021,Andaman and Nicobar Islands,4963,17,4884,62
725,13/01/2021,Andaman and Nicobar Islands,4966,18,4886,62
726,14/01/2021,Andaman and Nicobar Islands,4969,16,4891,62
727,15/01/2021,Andaman and Nicobar Islands,4976,23,4891,62
728,16/01/2021,Andaman and Nicobar Islands,4979,22,4895,62
729,17/01/2021,Andaman and Nicobar Islands,4982,25,4895,62
730,18/01/2021,Andaman and Nicobar Islands,4983,25,4896,62
731,19/01/2021,Andaman and Nicobar Islands,4988,29,4897,62
732,20/01/2021,Andaman and Nicobar Islands,4989,30,4897,62
733,21/01/2021,Andaman and Nicobar Islands,4991,29,4900,62
734,22/01/2021,Andaman and Nicobar Islands,4991,25,4904,62
735,23/01/2021,Andaman and Nicobar Islands,4992,23,4907,62
736,24/01/2021,Andaman and Nicobar Islands,4993,24,4907,62
737,25/01/2021,Andaman and Nicobar Islands,4993,23,4908,62
738,27/01/2021,Andaman and Nicobar Islands,4994,15,4917,62
739,28/01/2021,Andaman and Nicobar Islands,4994,10,4922,62
740,29/01/2021,Andaman and Nicobar Islands,4994,8,4924,62
741,30/01/2021,Andaman and Nicobar Islands,4994,5,4927,62
742,31/01/2021,Andaman and Nicobar Islands,4994,4,4928,62
743,01/02/2021,Andaman and Nicobar Islands,4994,4,4928,62
744,02/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
745,03/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
746,04/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
747,05/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
748,06/02/2021,Andaman and Nicobar Islands,4997,3,4932,62
749,07/02/2021,Andaman and Nicobar Islands,5000,6,4932,62
750,08/02/2021,Andaman and Nicobar Islands,5001,7,4932,62
751,09/02/2021,Andaman and Nicobar Islands,5005,11,4932,62
752,10/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
753,11/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
754,12/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
755,13/02/2021,Andaman and Nicobar Islands,5007,11,4934,62
756,14/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
757,15/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
758,16/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
759,17/02/2021,Andaman and Nicobar Islands,5013,8,4943,62
760,18/02/2021,Andaman and Nicobar Islands,5014,8,4944,62
761,19/02/2021,Andaman and Nicobar Islands,5014,8,4944,62
762,20/02/2021,Andaman and Nicobar Islands,5014,4,4948,62
763,21/02/2021,Andaman and Nicobar Islands,5014,3,4949,62
764,22/02/2021,Andaman and Nicobar Islands,5014,3,4949,62
765,23/02/2021,Andaman and Nicobar Islands,5015,4,4949,62
766,24/02/2021,Andaman and Nicobar Islands,5016,5,4949,62
767,25/02/2021,Andaman and Nicobar Islands,5016,4,4950,62
768,26/02/2021,Andaman and Nicobar Islands,5016,2,4952,62
769,27/02/2021,Andaman and Nicobar Islands,5017,3,4952,62
770,01/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
771,02/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
772,03/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
773,04/03/2021,Andaman and Nicobar Islands,5022,8,4952,62
774,06/03/2021,Andaman and Nicobar Islands,5024,8,4954,62
775,07/03/2021,Andaman and Nicobar Islands,5024,7,4955,62
776,08/03/2021,Andaman and Nicobar Islands,5024,7,4955,62
777,09/03/2021,Andaman and Nicobar Islands,5026,7,4957,62
778,10/03/2021,Andaman and Nicobar Islands,5028,8,4958,62
779,11/03/2021,Andaman and Nicobar Islands,5028,6,4960,62
780,13/03/2021,Andaman and Nicobar Islands,5029,6,4961,62
781,14/03/2021,Andaman and Nicobar Islands,5030,4,4964,62
782,15/03/2021,Andaman and Nicobar Islands,5031,5,4964,62
783,16/03/2021,Andaman and Nicobar Islands,5031,3,4966,62
784,17/03/2021,Andaman and Nicobar Islands,5032,3,4967,62
785,18/03/2021,Andaman and Nicobar Islands,5035,6,4967,62
786,19/03/2021,Andaman and Nicobar Islands,5036,5,4969,62
787,20/03/2021,Andaman and Nicobar Islands,5038,7,4969,62
788,21/03/2021,Andaman and Nicobar Islands,5038,7,4969,62
789,22/03/2021,Andaman and Nicobar Islands,5039,8,4969,62
790,23/03/2021,Andaman and Nicobar Islands,5039,8,4969,62
791,24/03/2021,Andaman and Nicobar Islands,5039,5,4972,62
792,25/03/2021,Andaman and Nicobar Islands,5041,6,4973,62
793,27/03/2021,Andaman and Nicobar Islands,5043,7,4974,62
794,28/03/2021,Andaman and Nicobar Islands,5044,7,4975,62
795,29/03/2021,Andaman and Nicobar Islands,5046,8,4976,62
796,30/03/2021,Andaman and Nicobar Islands,5052,14,4976,62
797,31/03/2021,Andaman and Nicobar Islands,5081,43,4976,62
798,01/04/2021,Andaman and Nicobar Islands,5083,45,4976,62
799,02/04/2021,Andaman and Nicobar Islands,5084,42,4980,62
800,03/04/2021,Andaman and Nicobar Islands,5084,41,4981,62
801,04/04/2021,Andaman and Nicobar Islands,5098,49,4987,62
802,05/04/2021,Andaman and Nicobar Islands,5109,57,4990,62
803,06/04/2021,Andaman and Nicobar Islands,5116,53,5001,62
804,07/04/2021,Andaman and Nicobar Islands,5123,51,5010,62
805,08/04/2021,Andaman and Nicobar Islands,5131,49,5020,62
806,09/04/2021,Andaman and Nicobar Islands,5149,60,5027,62
807,10/04/2021,Andaman and Nicobar Islands,5161,71,5028,62
808,11/04/2021,Andaman and Nicobar Islands,5175,75,5038,62
809,12/04/2021,Andaman and Nicobar Islands,5190,88,5040,62
810,13/04/2021,Andaman and Nicobar Islands,5201,89,5050,62
811,14/04/2021,Andaman and Nicobar Islands,5209,93,5054,62
812,15/04/2021,Andaman and Nicobar Islands,5247,106,5078,63
813,16/04/2021,Andaman and Nicobar Islands,5262,117,5082,63
814,17/04/2021,Andaman and Nicobar Islands,5289,116,5110,63
815,18/04/2021,Andaman and Nicobar Islands,5331,121,5146,64
816,19/04/2021,Andaman and Nicobar Islands,5390,126,5200,64
817,20/04/2021,Andaman and Nicobar Islands,5421,145,5212,64
818,21/04/2021,Andaman and Nicobar Islands,5466,159,5243,64
819,22/04/2021,Andaman and Nicobar Islands,5490,150,5276,64
820,23/04/2021,Andaman and Nicobar Islands,5527,153,5309,65
821,24/04/2021,Andaman and Nicobar Islands,5569,146,5358,65
822,25/04/2021,Andaman and Nicobar Islands,5614,138,5410,66
823,26/04/2021,Andaman and Nicobar Islands,5665,132,5467,66
824,27/04/2021,Andaman and Nicobar Islands,5716,130,5520,66
825,28/04/2021,Andaman and Nicobar Islands,5764,136,5562,66
826,29/04/2021,Andaman and Nicobar Islands,5816,143,5606,67
827,30/04/2021,Andaman and Nicobar Islands,5875,165,5643,67
828,01/05/2021,Andaman and Nicobar Islands,5949,181,5701,67
829,02/05/2021,Andaman and Nicobar Islands,6046,205,5773,68
830,03/05/2021,Andaman and Nicobar Islands,6084,217,5798,69
831,04/05/2021,Andaman and Nicobar Islands,6150,230,5850,70
832,05/05/2021,Andaman and Nicobar Islands,6181,232,5879,70
